custFirstName,custLastName,custPhone,custGender,driverFirstName,driverLastName,driverPhone,driverLicense,driverGender,carModel,carPlate,carColor,carType,carAvailable,startPoint,endPoint,distance,orderStatus,totalPrice,orderDate,reviewRating,reviewComment
"Mykola","Hrytsenko","+380892496397","other","Kateryna","Shevchenko","+380984592208","DL677035","male","Kia Optima","AO 4606 II-884","Dark Blue","Hatchback","true","Ivano-Frankivsk, Stryiska St, 112","Ivano-Frankivsk, Chornovola Ave, 147","15.13","REJECTED","64.17","2026-03-21","1","Car was uncomfortable"
"Andrii","Fedorov","+380967316285","other","Alina","Melnyk","+380932575541","DL411850","female","Hyundai Sonata","BB 8519 HT-885","Silver","Hatchback","true","Vinnytsia, Franka St, 14","Vinnytsia, Naukova St, 33","7.79","COMPLETED","93.91","2026-02-07","4","Terrible service"
"Andrii","Dovzhenko","+380824174962","female","Dmytro","Tkachenko","+380688035438","DL726692","female","Kia Optima","AA 4240 HT-886","Brown","Luxury","false","Uzhhorod, Naukova St, 18","Uzhhorod, Shevchenka St, 85","8.84","CANCELLED","20.43","2026-02-27","5","Driver was rude"
"Iryna","Melnyk","+380995247603","male","Nataliia","Sokolova","+380995319866","DL300614","male","Hyundai Sonata","BB 5553 AA-887","Red","Luxury","true","Mykolaiv, Vasylkivska St, 104","Mykolaiv, Chornovola Ave, 43","15.93","COMPLETED","13.89","2026-02-20","4","Driver was rude"
"Olena","Kravchenko","+380875731544","male","Serhii","Dovzhenko","+380688402323","DL847916","male","BMW 5 Series","AP 2492 II-888","Dark Blue","Luxury","true","Lutsk, Valova St, 106","Lutsk, Bandery St, 32","4.43","ACCEPTED","53.35","2026-03-05","3","Highly recommend"
"Alina","Melnyk","+380912309226","prefer not to say","Iryna","Tkachenko","+380658713015","DL166282","other","Honda Accord","AE 4266 II-889","Orange","Sedan","true","Rivne, Pekarska St, 79","Rivne, Stryiska St, 83","3.53","REJECTED","82.54","2026-02-07","2","Could be better"
"Oksana","Sokolova","+380756923058","other","Oleksandr","Polishchuk","+380842619471","DL826166","prefer not to say","Volkswagen Passat","BH 4143 AA-890","Green","Luxury","false","Dnipro, Kulparkivska St, 19","Dnipro, Naukova St, 75","11.20","REJECTED","36.34","2026-03-01","4","Could be better"
"Alina","Lysenko","+380645079767","male","Viktor","Zaitsev","+380637973888","DL225877","prefer not to say","Skoda Octavia","BE 4276 AA-891","Grey","Hatchback","false","Kherson, Khmelnitskoho St, 61","Kherson, Shevchenka St, 150","4.04","COMPLETED","45.10","2026-02-28","2","Terrible service"
"Yuliia","Kovalenko","+380929543801","female","Volodymyr","Oliinyk","+380994158625","DL927089","other","Mazda 6","AX 5162 HT-892","Green","Hatchback","true","Kherson, Vasylkivska St, 6","Kherson, Shevchenka St, 138","10.92","FAILED","20.80","2026-02-23","5","Car was uncomfortable"
"Svitlana","Hrytsenko","+380659344218","female","Alina","Kravchenko","+380727282284","DL390528","prefer not to say","Audi A4","BA 5285 BB-893","White","Luxury","false","Odesa, Naukova St, 31","Odesa, Stryiska St, 17","15.56","IN_PROGRESS","58.39","2026-03-16","5","Terrible service"
"Pavlo","Boyko","+380713287555","female","Volodymyr","Tkachenko","+380846848858","DL883156","male","Tesla Model 3","BO 6292 II-894","Brown","Sedan","true","Kyiv, Stryiska St, 95","Kyiv, Franka St, 100","9.73","CANCELLED","42.36","2026-03-25","1","Amazing experience"
"Alina","Hrytsenko","+380636008309","female","Andrii","Goncharenko","+380932370476","DL538328","other","Hyundai Sonata","BT 4627 II-895","Orange","Hatchback","false","Kherson, Kulparkivska St, 134","Kherson, Valova St, 78","11.26","REJECTED","76.92","2026-03-19","4","Car was uncomfortable"
"Nataliia","Zaitsev","+380773573306","other","Mariia","Zaitsev","+380895264173","DL669370","other","Subaru Legacy","AX 1247 HT-896","Black","Luxury","false","Uzhhorod, Kulparkivska St, 21","Uzhhorod, Valova St, 135","13.11","REJECTED","73.07","2026-02-15","2","Smooth ride"
"Svitlana","Kravchenko","+380868652057","female","Iryna","Fedorov","+380799379896","DL495527","male","BMW 5 Series","BO 2789 BB-897","Orange","Hatchback","true","Dnipro, Zelena St, 128","Dnipro, Zelena St, 138","14.94","IN_PROGRESS","100.46","2026-01-07","3","Polite driver"
"Dmytro","Oliinyk","+380907731242","prefer not to say","Ivan","Kovalenko","+380767609442","DL919088","other","Kia Optima","BI 2237 AA-898","Green","Luxury","false","Uzhhorod, Sichovykh Striltsiv St, 103","Uzhhorod, Vasylkivska St, 37","7.67","PENDING","92.68","2026-02-18","1","Bad smell in cabin"
"Olena","Bondarenko","+380666262892","prefer not to say","Oleksandr","Melnyk","+380864091221","DL967301","male","BMW 5 Series","AT 5875 AA-899","Yellow","SUV","false","Odesa, Pekarska St, 89","Odesa, Kulparkivska St, 66","12.08","IN_PROGRESS","51.06","2026-03-14","2","Will ride again"
"Andrii","Tkachenko","+380639037110","other","Dmytro","Goncharenko","+380761382616","DL946046","female","Kia Optima","BT 4232 BB-900","Brown","Sedan","true","Kyiv, Shevchenka St, 21","Kyiv, Khmelnitskoho St, 15","14.47","FAILED","38.98","2026-01-26","3","Highly recommend"
"Alina","Marchenko","+380884192658","female","Yevhen","Marchenko","+380781134048","DL901963","female","Nissan Altima","AX 6930 HT-901","Green","Luxury","true","Kyiv, Naukova St, 142","Kyiv, Naukova St, 100","11.56","IN_PROGRESS","38.44","2026-02-04","2","Driver was late"
"Oksana","Khmelyov","+380828434857","female","Dmytro","Goncharenko","+380781282532","DL310897","female","Volkswagen Passat","BC 7978 CX-902","Orange","Sedan","true","Kyiv, Shevchenka St, 65","Kyiv, Khmelnitskoho St, 51","9.32","CANCELLED","107.57","2026-02-08","4","Amazing experience"
"Nataliia","Kushnir","+380849093787","female","Nataliia","Kovalenko","+380776156292","DL513997","other","Volkswagen Passat","BK 1084 II-903","Dark Blue","Sedan","true","Ivano-Frankivsk, Bandery St, 108","Ivano-Frankivsk, Lychakivska St, 116","9.84","REJECTED","46.82","2026-02-03","5","Will ride again"
"Ivan","Dovzhenko","+380774918247","other","Serhii","Kushnir","+380854072666","DL702140","prefer not to say","Nissan Altima","AX 5790 CX-904","Dark Blue","SUV","false","Ternopil, Khmelnitskoho St, 24","Ternopil, Zelena St, 18","12.28","CANCELLED","36.73","2026-01-23","2","Driver was late"
"Olena","Kovalenko","+380999142361","male","Iryna","Lysenko","+380943745395","DL669017","prefer not to say","Hyundai Sonata","AX 4054 HT-905","Orange","Hatchback","false","Kharkiv, Stryiska St, 97","Kharkiv, Pekarska St, 96","8.75","FAILED","23.78","2026-03-24","2","Not recommended"
"Anna","Shevchenko","+380776684826","other","Olena","Lysenko","+380857653787","DL682958","female","Tesla Model 3","BC 2401 CX-906","Red","SUV","true","Lviv, Bandery St, 68","Lviv, Zelena St, 111","7.69","COMPLETED","35.98","2026-01-24","4","Driver was late"
"Oksana","Kushnir","+380712138681","male","Iryna","Boyko","+380716369093","DL387385","male","Mazda 6","BO 9727 AA-907","Black","Sedan","false","Odesa, Zelena St, 128","Odesa, Lychakivska St, 73","15.80","ACCEPTED","77.16","2026-02-09","3","Could be better"
"Ivan","Hrytsenko","+380902889384","prefer not to say","Olena","Melnyk","+380679822170","DL994873","male","Subaru Legacy","AE 8771 AA-908","Black","Hatchback","true","Kyiv, Naukova St, 35","Kyiv, Stryiska St, 133","7.58","PENDING","28.88","2026-02-05","5","Will ride again"
"Volodymyr","Melnyk","+380746565263","other","Mariia","Kravchenko","+380949414670","DL766061","other","Toyota Camry","BA 7583 II-909","Dark Blue","Hatchback","true","Vinnytsia, Naukova St, 72","Vinnytsia, Horodotska St, 38","14.46","IN_PROGRESS","57.78","2026-03-09","3","Great trip!"
"Yuliia","Sokolova","+380649848975","prefer not to say","Ivan","Kovalenko","+380803515941","DL730074","male","Audi A4","AB 1827 II-910","Black","Sedan","true","Dnipro, Lychakivska St, 135","Dnipro, Stryiska St, 84","9.64","CANCELLED","65.85","2026-03-13","2","Car was uncomfortable"
"Oleksandr","Zaitsev","+380731495430","other","Svitlana","Lysenko","+380986552114","DL107568","male","Volkswagen Passat","BO 1973 AA-911","Orange","SUV","true","Chernivtsi, Kulparkivska St, 125","Chernivtsi, Chornovola Ave, 1","13.49","REJECTED","12.42","2026-02-25","4","Smooth ride"
"Mykola","Polishchuk","+380701497489","other","Kateryna","Goncharenko","+380801776385","DL847781","male","Mazda 6","AP 5062 CX-912","Grey","Hatchback","true","Uzhhorod, Vasylkivska St, 101","Uzhhorod, Naukova St, 104","3.21","SCHEDULED","78.39","2026-03-22","3","Smooth ride"
"Anna","Zaitsev","+380817872966","prefer not to say","Ivan","Goncharenko","+380885832948","DL445067","prefer not to say","Hyundai Sonata","AT 7378 AA-913","Green","Luxury","true","Lviv, Chornovola Ave, 81","Lviv, Vasylkivska St, 150","6.81","CANCELLED","67.48","2026-02-27","1","Highly recommend"
"Olena","Tkachenko","+380927133105","other","Andrii","Khmelyov","+380968917030","DL515751","male","Subaru Legacy","BM 6613 AA-914","Brown","Hatchback","true","Kyiv, Lychakivska St, 83","Kyiv, Franka St, 15","9.53","SCHEDULED","97.91","2026-01-31","1","Smooth ride"
"Oksana","Polishchuk","+380668949844","prefer not to say","Andrii","Khmelyov","+380749935517","DL751252","female","Hyundai Sonata","BH 1759 II-915","Grey","Hatchback","false","Uzhhorod, Khmelnitskoho St, 72","Uzhhorod, Naukova St, 19","14.38","CANCELLED","104.85","2026-03-23","3","Not recommended"
"Andrii","Dovzhenko","+380988537605","prefer not to say","Mykola","Boyko","+380684703821","DL555652","prefer not to say","Honda Accord","AM 8827 II-916","Dark Blue","Hatchback","true","Mykolaiv, Pekarska St, 18","Mykolaiv, Franka St, 110","4.16","ACCEPTED","37.73","2026-01-16","2","Will ride again"
"Olena","Khmelyov","+380953859273","other","Alina","Boyko","+380951660055","DL332318","other","Hyundai Sonata","AA 9747 BB-917","Yellow","SUV","true","Lviv, Shevchenka St, 102","Lviv, Kulparkivska St, 103","6.68","PENDING","102.67","2026-01-06","5","Driver was rude"
"Viktor","Boyko","+380809212284","prefer not to say","Viktor","Sokolova","+380766413621","DL371380","prefer not to say","Hyundai Sonata","AT 9842 CX-918","Silver","Hatchback","false","Lutsk, Khmelnitskoho St, 78","Lutsk, Naukova St, 4","7.71","FAILED","93.48","2026-02-13","2","Polite driver"
"Nataliia","Fedorov","+380684182434","male","Mariia","Oliinyk","+380683408244","DL840364","other","Toyota Camry","AB 6052 CX-919","White","Luxury","true","Odesa, Franka St, 39","Odesa, Valova St, 91","12.02","IN_PROGRESS","98.84","2026-01-16","4","Polite driver"
"Kateryna","Lysenko","+380952669676","male","Andrii","Khmelyov","+380931301442","DL832189","other","Subaru Legacy","BI 2506 II-920","Green","Luxury","true","Rivne, Franka St, 121","Rivne, Vasylkivska St, 148","1.04","PENDING","78.69","2026-03-26","3","Great trip!"
"Yuliia","Khmelyov","+380755418781","male","Pavlo","Tkachenko","+380864711842","DL583449","female","Mazda 6","AA 7813 HT-921","Black","SUV","false","Lviv, Franka St, 26","Lviv, Kulparkivska St, 100","6.01","CANCELLED","62.68","2026-03-16","2","Bad smell in cabin"
"Mykola","Shevchenko","+380922680009","male","Viktor","Dovzhenko","+380731108604","DL693353","female","Skoda Octavia","AP 7346 II-922","Yellow","Hatchback","false","Kharkiv, Chornovola Ave, 83","Kharkiv, Stryiska St, 140","10.88","IN_PROGRESS","101.21","2026-02-01","5","Very clean car"
"Kateryna","Kushnir","+380956554727","male","Serhii","Zaitsev","+380701860973","DL839045","female","Ford Fusion","AE 3319 BB-923","Grey","Hatchback","true","Lviv, Sichovykh Striltsiv St, 70","Lviv, Valova St, 21","11.24","PENDING","83.02","2026-02-16","4","Excellent service"
"Oleksandr","Khmelyov","+380745417881","prefer not to say","Svitlana","Kravchenko","+380996949382","DL735181","female","Tesla Model 3","BO 5074 BB-924","Black","Luxury","true","Kherson, Zelena St, 85","Kherson, Pekarska St, 122","10.56","CANCELLED","79.47","2026-02-05","3","Amazing experience"
"Alina","Zaitsev","+380779092790","other","Pavlo","Kravchenko","+380929785452","DL650181","prefer not to say","Tesla Model 3","BB 2878 II-925","Grey","Luxury","true","Lutsk, Sichovykh Striltsiv St, 62","Lutsk, Shevchenka St, 30","15.39","CANCELLED","10.87","2026-03-16","5","Highly recommend"
"Dmytro","Sokolova","+380708370831","male","Viktor","Khmelyov","+380841521370","DL237607","prefer not to say","Toyota Camry","BA 1597 II-926","Silver","Sedan","true","Zaporizhzhia, Vasylkivska St, 89","Zaporizhzhia, Valova St, 45","14.21","COMPLETED","16.59","2026-01-01","1","Polite driver"
"Kateryna","Zaitsev","+380746930154","other","Oksana","Kravchenko","+380761473257","DL686279","male","Nissan Altima","AB 8611 BB-927","Brown","Hatchback","true","Rivne, Sichovykh Striltsiv St, 6","Rivne, Khmelnitskoho St, 102","3.56","FAILED","26.82","2026-02-05","1","Could be better"
"Iryna","Tkachenko","+380776774070","male","Alina","Bondarenko","+380925486653","DL450998","other","Kia Optima","AX 8726 HT-928","Green","Hatchback","true","Mykolaiv, Vasylkivska St, 93","Mykolaiv, Horodotska St, 78","12.93","COMPLETED","98.10","2026-03-04","1","Excellent service"
"Oleksandr","Sokolova","+380787859345","male","Alina","Kravchenko","+380952526169","DL837823","other","Audi A4","BC 6358 AA-929","Dark Blue","Hatchback","true","Mykolaiv, Zelena St, 143","Mykolaiv, Khmelnitskoho St, 5","10.23","CANCELLED","68.11","2026-01-04","1","Bad smell in cabin"
"Oleksandr","Khmelyov","+380797550443","other","Yuliia","Fedorov","+380687689956","DL440403","female","Subaru Legacy","AM 5102 BB-930","Green","Luxury","true","Kharkiv, Sichovykh Striltsiv St, 123","Kharkiv, Zelena St, 36","9.66","FAILED","82.22","2026-03-27","1","Bad smell in cabin"
"Kateryna","Shevchenko","+380795488815","prefer not to say","Svitlana","Marchenko","+380779480236","DL726566","female","Honda Accord","BB 5255 II-931","Green","Sedan","true","Mykolaiv, Pekarska St, 11","Mykolaiv, Stryiska St, 34","15.29","SCHEDULED","98.59","2026-02-14","1","Not recommended"
"Ivan","Shevchenko","+380904618931","female","Ivan","Bondarenko","+380766736209","DL996098","other","Honda Accord","AX 1143 II-932","Red","Sedan","true","Lviv, Franka St, 14","Lviv, Valova St, 97","3.30","ACCEPTED","98.57","2026-01-18","3","Polite driver"
"Iryna","Bondarenko","+380679670025","male","Viktor","Kovalenko","+380817707670","DL507875","male","Nissan Altima","BB 8813 BB-933","Yellow","Sedan","false","Chernivtsi, Bandery St, 78","Chernivtsi, Valova St, 129","3.16","IN_PROGRESS","60.92","2026-02-27","4","Polite driver"
"Iryna","Dovzhenko","+380803177626","female","Mariia","Dovzhenko","+380739265475","DL938975","other","Honda Accord","AP 8161 BB-934","Brown","Luxury","false","Mykolaiv, Kulparkivska St, 41","Mykolaiv, Valova St, 6","12.02","REJECTED","64.49","2026-02-17","5","Could be better"
"Iryna","Bondarenko","+380635503359","prefer not to say","Alina","Bondarenko","+380869275576","DL271111","female","Skoda Octavia","BA 8388 BB-935","White","Sedan","true","Vinnytsia, Zelena St, 138","Vinnytsia, Chornovola Ave, 123","13.37","ACCEPTED","34.17","2026-03-20","2","Car was uncomfortable"
"Svitlana","Tkachenko","+380985900337","prefer not to say","Iryna","Bondarenko","+380947186073","DL805828","other","Subaru Legacy","AT 2757 BB-936","White","Luxury","false","Ternopil, Shevchenka St, 112","Ternopil, Franka St, 72","13.04","FAILED","95.43","2026-02-05","2","Driver was late"
"Oleksandr","Melnyk","+380814835822","other","Olena","Kravchenko","+380632190666","DL948013","other","Toyota Camry","BO 4517 HT-937","Orange","SUV","true","Mykolaiv, Zelena St, 59","Mykolaiv, Sichovykh Striltsiv St, 140","11.75","PENDING","78.09","2026-01-21","1","Driver was rude"
"Olena","Kravchenko","+380777917993","prefer not to say","Volodymyr","Melnyk","+380689592780","DL591762","prefer not to say","Honda Accord","AO 6878 HT-938","Dark Blue","Hatchback","true","Kherson, Pekarska St, 150","Kherson, Sichovykh Striltsiv St, 16","15.79","PENDING","88.67","2026-02-23","2","Terrible service"
"Svitlana","Oliinyk","+380732765780","female","Kateryna","Hrytsenko","+380894868315","DL991886","male","Mercedes-Benz C-Class","BK 9917 II-939","Yellow","SUV","true","Kherson, Naukova St, 88","Kherson, Valova St, 140","8.38","SCHEDULED","77.89","2026-02-20","2","Car was uncomfortable"
"Nataliia","Khmelyov","+380817578909","male","Viktor","Kravchenko","+380823061694","DL886788","male","Mercedes-Benz C-Class","AT 1912 BB-940","Yellow","SUV","true","Mykolaiv, Sichovykh Striltsiv St, 117","Mykolaiv, Lychakivska St, 87","13.04","ACCEPTED","26.63","2026-01-24","5","Amazing experience"
"Kateryna","Boyko","+380662396029","female","Ivan","Hrytsenko","+380677899739","DL989767","female","Mercedes-Benz C-Class","AM 3575 BB-941","Orange","Luxury","true","Ivano-Frankivsk, Chornovola Ave, 46","Ivano-Frankivsk, Zelena St, 19","7.23","ACCEPTED","97.01","2026-01-04","2","Will ride again"
"Volodymyr","Goncharenko","+380814963547","male","Yevhen","Polishchuk","+380945944948","DL585863","female","Hyundai Sonata","AT 6520 BB-942","Red","Luxury","true","Ternopil, Valova St, 107","Ternopil, Pekarska St, 52","6.82","PENDING","64.79","2026-02-04","5","Driver was late"
"Nataliia","Boyko","+380747895077","prefer not to say","Iryna","Marchenko","+380797535279","DL854702","prefer not to say","Audi A4","AB 6297 CX-943","Green","Luxury","true","Lutsk, Shevchenka St, 111","Lutsk, Naukova St, 149","2.93","IN_PROGRESS","22.41","2026-01-31","3","Polite driver"
"Yevhen","Kravchenko","+380664716531","male","Olena","Kovalenko","+380694546912","DL111212","female","Subaru Legacy","BI 9988 CX-944","Grey","Sedan","true","Chernivtsi, Vasylkivska St, 112","Chernivtsi, Chornovola Ave, 117","5.21","ACCEPTED","89.14","2026-03-23","4","Great trip!"
"Alina","Zaitsev","+380954774625","prefer not to say","Viktor","Hrytsenko","+380636142796","DL233684","prefer not to say","Volkswagen Passat","BO 8211 II-945","White","Luxury","true","Odesa, Valova St, 18","Odesa, Stryiska St, 22","5.99","SCHEDULED","107.10","2026-01-14","1","Highly recommend"
"Olena","Dovzhenko","+380783384114","male","Iryna","Sokolova","+380821762703","DL209078","female","Ford Fusion","AM 5954 II-946","Brown","Sedan","true","Chernivtsi, Kulparkivska St, 9","Chernivtsi, Zelena St, 86","7.05","PENDING","106.76","2026-01-19","4","Terrible service"
"Mariia","Oliinyk","+380683115800","female","Yevhen","Lysenko","+380997863110","DL416771","male","Volkswagen Passat","BC 3548 AA-947","Yellow","Sedan","true","Lutsk, Zelena St, 126","Lutsk, Horodotska St, 85","1.09","REJECTED","49.59","2026-01-13","4","Excellent service"
"Kateryna","Hrytsenko","+380631805801","female","Nataliia","Khmelyov","+380971115151","DL381012","other","Subaru Legacy","AO 4989 CX-948","Green","Hatchback","true","Kherson, Valova St, 21","Kherson, Franka St, 89","8.21","IN_PROGRESS","99.36","2026-03-02","1","Car was uncomfortable"
